ir,pr,spo2,rrInterval
415244,74,99,79
415317,74,99,79
415321,74,99,79
415295,74,99,79
415271,74,99,79
415251,74,99,79
415189,74,99,79
415156,74,99,79
415180,74,99,79
415210,74,99,79
415295,74,99,79
415392,74,99,79
415568,74,99,79
415779,74,99,79
415958,74,99,79
416177,74,99,79
416373,74,99,79
416555,74,99,79
416707,74,99,79
416809,74,99,79
416872,74,99,79
416888,74,99,79
416868,74,99,79
416844,74,99,79
416825,74,99,79
416821,74,99,79
416887,74,99,79
416993,74,99,79
417108,74,99,79
417275,74,99,79
417448,74,99,79
417609,74,99,79
417806,74,99,79
417986,74,99,79
418163,74,99,79
418336,74,99,79
418493,74,99,79
418653,74,99,79
418802,74,99,79
418924,74,99,79
419077,74,99,79
419240,74,99,79
419390,74,99,79
419561,74,99,79
419741,74,99,79
419885,74,99,79
420049,74,99,79
420205,74,99,79
420316,74,99,79
420382,74,99,79
420303,74,99,79
420062,74,99,79
419587,74,99,79
418831,74,99,79
417879,74,99,79
416865,74,99,79
415931,74,99,79
415194,74,99,79
414684,74,99,79
414396,74,99,79
414344,74,99,79
414469,74,99,79
414693,74,99,79
414983,74,99,79
415297,74,99,79
415613,74,99,79
415884,74,99,79
416147,74,99,79
416341,74,99,79
416437,74,99,79
416548,74,99,79
416626,74,99,79
416679,74,99,79
416785,74,99,79
416916,74,99,77
417004,74,99,77
417128,74,99,77
417225,74,99,77
417243,74,99,77
417269,74,99,77
417221,74,99,77
417167,74,99,77
417087,74,99,77
416963,74,99,77
416890,74,99,77
416833,74,99,77
416812,74,99,77
416818,74,99,77
416891,74,99,77
417015,74,99,77
417143,74,99,77
417301,74,99,77
417475,74,99,77
417652,74,99,77
417842,74,99,77
418025,74,99,77
418173,74,99,77
418317,74,99,77
418469,74,99,77
418610,74,99,77
418742,74,99,77
418872,74,99,77
419005,74,99,77
419125,74,99,77
419265,74,99,77
419374,74,99,77
419493,74,99,77
419621,74,99,77
419714,74,99,77
419837,74,99,77
419968,74,99,77
420097,74,99,77
420204,74,99,77
420320,74,99,77
420435,74,99,77
420535,74,99,77
420638,74,99,77
420751,74,99,77
420879,74,99,77
420979,74,99,77
421098,74,99,77
421213,74,99,77
421351,74,99,77
421487,74,99,77
421616,74,99,77
421752,74,99,77
421810,74,99,77
421757,74,99,77
421525,74,99,77
421063,74,99,77
420331,74,99,77
419368,74,99,77
418306,74,99,77
417309,74,99,77
416466,74,99,77
415822,74,99,77
415472,74,99,77
415335,74,99,77
415373,74,99,77
415574,74,99,77
415820,74,99,77
416093,74,99,77
416410,74,99,77
416657,74,99,77
416862,74,99,77
417048,74,99,77
417132,74,99,77
417192,74,99,77
417259,74,99,77
417283,74,99,77
417332,74,99,77
417398,74,99,77
417462,75,99,78
417547,75,99,78
417593,75,99,78
417608,75,99,78
417581,75,99,78
417511,75,99,78
417418,75,99,78
417314,75,99,78
417202,75,99,78
417100,75,99,78
417030,75,99,78
416982,75,99,78
416964,75,99,78
417029,75,99,78
417071,75,99,78
417155,75,99,78
417321,75,99,78
417459,75,99,78
417610,75,99,78
417806,75,99,78
417979,75,99,78
418132,75,99,78
418291,75,99,78
418436,75,99,78
418586,75,99,78
418740,75,99,78
418848,75,99,78
418997,75,99,78
419117,75,99,78
419245,75,99,78
419404,75,99,78
419511,75,99,78
419628,75,99,78
419755,75,99,78
419884,75,99,78
420015,75,99,78
420092,75,99,78
420205,75,99,78
420311,75,99,78
420384,75,99,78
420478,75,99,78
420567,75,99,78
420666,75,99,78
420768,75,99,78
420901,75,99,78
421016,75,99,78
421160,75,99,78
421324,75,99,78
421471,75,99,78
421593,75,99,78
421635,75,99,78
421509,75,99,78
421170,75,99,78
420602,75,99,78
419782,75,99,78
418738,75,99,78
417689,75,99,78
416770,75,99,78
416000,75,99,78
415476,75,99,78
415193,75,99,78
415096,75,99,78
415157,75,99,78
415342,75,99,78
415579,75,99,78
415851,75,99,78
416138,75,99,78
416350,75,99,78
416521,75,99,78
416655,75,99,78
416703,75,99,78
416729,75,99,78
416789,75,99,78
416825,75,99,78
416846,75,99,78
416924,75,99,75
416990,75,99,75
417030,75,99,75
417037,75,99,75
417026,75,99,75
416950,75,99,75
416849,75,99,75
416729,75,99,75
416597,75,99,75
416480,75,99,75
416366,75,99,75
416299,75,99,75
416259,75,99,75
416264,75,99,75
416327,75,99,75
416431,75,99,75
416555,75,99,75
416695,75,99,75
416853,75,99,75
416997,75,99,75
417127,75,99,75
417275,75,99,75
417390,75,99,75
417517,75,99,75
417632,75,99,75
417734,75,99,75
417825,75,99,75
417873,75,99,75
417958,75,99,75
418015,75,99,75
418059,75,99,75
418171,75,99,75
418287,75,99,75
418376,75,99,75
418486,75,99,75
418599,75,99,75
418704,75,99,75
418777,75,99,75
418873,75,99,75
418957,75,99,75
419038,75,99,75
419104,75,99,75
419170,75,99,75
419275,75,99,75
419352,75,99,75
419452,75,99,75
419580,75,99,75
419676,75,99,75
419790,75,99,75
419849,75,99,75
419797,75,99,75
419572,75,99,75
419113,75,99,75
418417,75,99,75
417477,75,99,75
416431,75,99,75
415437,75,99,75
414622,75,99,75
414011,75,99,75
413600,75,99,75
413429,75,99,75
413429,75,99,75
413522,75,99,75
413701,75,99,75
413916,75,99,75
414121,75,99,75
414328,75,99,75
414498,75,99,75
414618,75,99,75
414694,75,99,75
414744,75,99,75
414782,75,99,75
414794,75,99,75
414827,75,99,75
414883,75,99,75
414921,75,99,75
414940,75,99,75
414922,75,99,75
414848,75,99,75
414736,75,99,75
414621,75,99,75
414468,75,99,75
414313,75,99,75
414172,75,99,75
414056,75,99,75
413981,75,99,75
413953,75,99,75
413993,75,99,75
414038,75,99,75
414129,75,99,75
414262,75,99,75
414397,75,99,75
414559,75,99,75
414711,75,99,75
414843,75,99,75
415025,75,99,75
415174,75,99,75
415300,75,99,75
415452,75,99,75
415571,75,99,75
415660,75,99,75
415747,75,99,75
415853,75,99,75
415952,75,99,75
416053,75,99,75
416178,75,99,75
416298,75,99,75
416394,75,99,75
416513,75,99,75
416621,75,99,75
416710,75,99,75
416801,75,99,75
416893,75,99,75
416960,75,99,75
417046,75,99,75
417110,75,99,75
417149,75,99,75
417227,75,99,75
417284,75,99,75
417364,75,99,75
417501,75,99,75
417607,75,99,75
417725,75,99,75
417818,75,99,75
417888,75,99,75
417906,75,99,75
417714,75,99,75
417380,75,99,75
416809,75,99,75
415979,75,99,75
415013,75,99,75
413981,75,99,75
413064,75,99,75
412382,75,99,75
411909,75,99,75
411639,75,99,75
411579,75,99,75
411644,75,99,75
411809,75,99,75
412008,75,99,75
412223,75,99,75
412447,75,99,75
412634,75,99,75
412770,75,99,75
412852,75,99,75
412888,75,99,75
412915,75,99,75
412929,75,99,75
412970,75,99,75
413042,75,99,75
413106,76,99,75
413185,76,99,75
413184,76,99,75
413163,76,99,75
413112,76,99,75
412999,76,99,75
412880,76,99,75
412769,76,99,75
412682,76,99,75
412570,76,99,75
