ir,pr,spo2,rrInterval
456695,57,100,102
456659,57,100,102
456646,58,100,101
456680,58,100,101
456789,58,100,101
456883,58,100,101
456991,58,100,101
457115,58,100,101
457204,58,100,101
457204,58,100,101
457229,58,100,101
457198,58,100,101
457133,58,100,101
457094,58,100,101
456982,58,100,101
456912,58,100,101
456903,58,100,101
456885,58,100,101
456866,58,100,101
456959,58,100,101
457055,58,100,101
457140,58,100,101
457275,58,100,101
457449,58,100,101
457607,58,100,101
457722,58,100,101
457907,58,100,101
458041,58,100,101
458164,58,100,101
458327,58,100,101
458454,58,100,101
458596,58,100,101
458744,58,100,101
458854,58,100,101
458986,58,100,101
459101,58,100,101
459191,58,100,101
459277,58,100,101
459400,58,100,101
459470,58,100,101
459530,58,100,101
459694,58,100,101
459763,58,100,101
459854,58,100,101
460037,58,100,101
460157,58,100,101
460299,58,100,101
460453,58,100,101
460587,58,100,101
460737,58,100,101
460865,58,100,101
461012,58,100,101
461197,58,100,101
461331,58,100,101
461510,58,100,101
461725,58,100,101
461907,58,100,101
462091,58,100,101
462253,58,100,101
462433,58,100,101
462576,58,100,101
462746,58,100,101
462944,58,100,101
463080,58,100,101
463251,58,100,101
463443,58,100,101
463575,58,100,101
463717,58,100,101
463911,58,100,101
464036,58,100,101
464157,58,100,101
464373,58,100,101
464562,58,100,101
464727,58,100,101
464918,58,100,101
465047,58,100,101
465143,58,100,101
465140,58,100,101
464880,58,100,101
464351,58,100,101
463515,58,100,101
462310,58,100,101
460893,58,100,101
459441,58,100,101
458044,58,100,101
456883,58,100,101
455982,58,100,101
455281,58,100,101
454833,58,100,101
454582,58,100,101
454485,58,100,101
454482,58,100,101
454446,58,100,101
454462,58,100,101
454463,58,100,101
454409,58,100,101
454307,58,100,101
454195,58,100,101
454082,58,100,101
453875,58,100,101
453715,58,100,101
453501,58,100,101
453297,58,100,101
453141,58,100,101
453022,58,100,101
452994,58,100,103
452995,58,100,103
453089,58,100,103
453229,58,100,103
453335,58,100,103
453431,58,100,103
453519,58,100,103
453541,58,100,103
453478,58,100,103
453418,58,100,103
453311,58,100,103
453194,58,100,103
453116,58,100,103
453053,58,100,103
453067,58,100,103
453035,58,100,103
453058,58,100,103
453119,58,100,103
453148,58,100,103
453272,58,100,103
453380,58,100,103
453477,58,100,103
453613,58,100,103
453760,58,100,103
453893,58,100,103
454062,58,100,103
454200,58,100,103
454342,58,100,103
454503,58,100,103
454615,58,100,103
454757,58,100,103
454864,58,100,103
454983,58,100,103
455076,58,100,103
455175,58,100,103
455315,58,100,103
455438,58,100,103
455567,58,100,103
455685,58,100,103
455789,58,100,103
455889,58,100,103
455985,58,100,103
456068,58,100,103
456152,58,100,103
456299,58,100,103
456413,58,100,103
456554,58,100,103
456747,58,100,103
456863,58,100,103
457035,58,100,103
457203,58,100,103
457341,58,100,103
457519,58,100,103
457689,58,100,103
457852,58,100,103
458011,58,100,103
458191,58,100,103
458341,58,100,103
458509,58,100,103
458696,58,100,103
458826,58,100,103
459034,58,100,103
459203,58,100,103
459344,58,100,103
459608,58,100,103
459789,58,100,103
459934,58,100,103
460171,58,100,103
460337,58,100,103
460465,58,100,103
460653,58,100,103
460805,58,100,103
460975,58,100,103
461175,58,100,103
461358,58,100,103
461558,58,100,103
461733,58,100,103
461835,58,100,103
461756,58,100,103
461445,58,100,103
460843,58,100,103
459922,58,100,103
458638,58,100,103
457163,58,100,103
455726,58,100,103
454408,58,100,103
453361,58,100,103
452534,58,100,103
451968,58,100,103
451634,58,100,103
451431,58,100,103
451337,58,100,103
451327,58,100,103
451372,58,100,103
451393,58,100,103
451409,58,100,103
451395,58,100,103
451316,58,100,103
451187,58,100,103
451037,58,100,103
450838,58,100,103
450617,58,100,103
450421,58,100,103
450226,58,100,103
450139,58,100,103
450070,58,100,103
450064,58,100,106
450175,58,100,106
450293,58,100,106
450423,58,100,106
450487,58,100,106
450581,58,100,106
450623,58,100,106
450576,58,100,106
450547,58,100,106
450457,58,100,106
450382,58,100,106
450331,58,100,106
450276,58,100,106
450243,58,100,106
450238,58,100,106
450233,58,100,106
450262,58,100,106
450377,58,100,106
450452,58,100,106
450556,58,100,106
450696,58,100,106
450856,58,100,106
451005,58,100,106
451136,58,100,106
451326,58,100,106
451454,58,100,106
451590,58,100,106
451773,58,100,106
451877,58,100,106
452022,58,100,106
452170,58,100,106
452264,58,100,106
452387,58,100,106
452498,58,100,106
452573,58,100,106
452711,58,100,106
452834,58,100,106
452941,58,100,106
453075,58,100,106
453201,58,100,106
453382,58,100,106
453492,58,100,106
453617,58,100,106
453785,58,100,106
453903,58,100,106
454039,58,100,106
454172,58,100,106
454337,58,100,106
454521,58,100,106
454679,58,100,106
454885,58,100,106
455083,58,100,106
455265,58,100,106
455491,58,100,106
455664,58,100,106
455837,58,100,106
456028,58,100,106
456213,58,100,106
456411,58,100,106
456613,58,100,106
456813,58,100,106
457039,58,100,106
457232,58,100,106
457417,58,100,106
457611,58,100,106
457775,58,100,106
457919,58,100,106
458069,58,100,106
458257,58,100,106
458445,58,100,106
458631,58,100,106
458863,58,100,106
459117,58,100,106
459325,58,100,106
459529,58,100,106
459739,58,100,106
459926,58,100,106
460040,58,100,106
460079,58,100,106
459926,58,100,106
459503,58,100,106
458773,58,100,106
457693,58,100,106
456330,58,100,106
454866,58,100,106
453496,58,100,106
452345,58,100,106
451415,58,100,106
450750,58,100,106
450348,58,100,106
450146,58,100,106
450125,58,100,106
450195,58,100,106
450298,58,100,106
450427,58,100,106
450544,58,100,106
450605,58,100,106
450579,58,100,106
450568,58,100,106
450498,58,100,106
450374,58,100,106
450278,58,100,106
450146,58,100,106
450059,58,100,106
450020,58,100,106
450038,58,100,106
450086,57,100,106
450202,57,100,106
450313,57,100,106
450415,57,100,106
450564,57,100,106
450652,57,100,106
450738,57,100,106
450810,57,100,106
450806,57,100,106
450779,57,100,106
450749,57,100,106
450686,57,100,106
450628,57,100,106
450631,57,100,106
450638,57,100,106
450683,57,100,106
450795,57,100,106
450924,57,100,106
451035,57,100,106
451213,57,100,106
451390,57,100,106
451499,57,100,106
451700,57,100,106
451887,57,100,106
452059,57,100,106
452223,57,100,106
452417,57,100,106
452602,57,100,106
452763,57,100,106
452976,57,100,106
453121,57,100,106
453263,57,100,106
453416,57,100,106
453555,57,100,106
453690,57,100,106
453804,57,100,106
453957,57,100,106
454108,57,100,106
454261,57,100,106
454427,57,100,106
454616,57,100,106
454817,57,100,106
454947,57,100,106
455108,57,100,106
455276,57,100,106
455422,57,100,106
455604,57,100,106
455791,57,100,106
455970,57,100,106
456198,57,100,106
456420,57,100,106
456611,57,100,106
456805,57,100,106
456976,57,100,106
457166,57,100,106
457344,57,100,106
457562,57,100,106
457803,57,100,106
457994,57,100,106
458212,57,100,106
458477,57,100,106
458668,57,100,106
458844,57,100,106
459066,57,100,106
459259,57,100,106
459446,57,100,106
459672,57,100,106
459910,57,100,106
460124,57,100,106
460330,57,100,106
460577,57,100,106
460809,57,100,106
461060,57,100,106
461313,57,100,106
461542,57,100,106
461795,57,100,106
462057,57,100,106
462264,57,100,106
462358,57,100,106
462310,57,100,106
461997,57,100,106
461338,57,100,106
460323,57,100,106
459007,57,100,106
457542,57,100,106
456137,57,100,106
454930,57,100,106
453982,57,100,106
453276,57,100,106
452822,57,100,106
452615,57,100,106
452554,57,100,106
452632,57,100,106
452742,57,100,106
452923,57,100,106
453088,57,100,106
453157,57,100,106
453263,57,100,106
453312,57,100,106
453296,57,100,106
453242,57,100,106
453164,57,100,106
453114,57,100,106
453034,57,100,106
453047,57,100,106
453098,57,100,106
453126,57,100,106
453287,57,100,106
453450,57,100,106
453580,57,100,106
453724,57,100,106
453837,57,100,106
453890,57,100,106
453925,57,100,106
453925,57,100,106
453884,57,100,106
453816,57,100,106
453789,57,100,106
453786,57,100,106
453755,57,100,106
453798,57,100,106
453864,57,100,106
453935,57,100,106
454075,57,100,106
454227,57,100,106
454389,57,100,106
454601,57,100,106
454790,57,100,106
454998,57,100,106
455208,57,100,106
455414,57,100,106
455593,57,100,106
455759,57,100,106
455924,57,100,106
456078,57,100,106
456274,57,100,106
456407,57,100,106
456553,57,100,106
456730,57,100,106
456864,57,100,106
457024,57,100,106
457189,57,100,106
457330,57,100,106
457491,57,100,106
457642,57,100,106
457799,57,100,106
457946,57,100,106
458104,57,100,106
458289,57,100,106
458466,57,100,106
458658,57,100,106
458813,57,100,106
458972,57,100,106
459171,57,100,106
459357,57,100,106
459550,57,100,106
459768,57,100,106
459985,57,100,106
460215,57,100,106
460452,57,100,106
460671,57,100,106
460885,57,100,106
461102,57,100,106
461272,57,100,106
461469,57,100,106
461670,57,100,106
461843,57,100,106
462060,57,100,106
462270,57,100,106
462490,57,100,106
462715,57,100,106
462914,57,100,106
463107,57,100,106
463324,57,100,106
463533,57,100,106
463745,57,100,106
464001,57,100,106
464193,57,100,106
464387,57,100,106
464627,57,100,106
464839,57,100,106
465007,57,100,106
465123,57,100,106
465005,57,100,106
464587,57,100,106
463903,57,100,106
462839,57,100,106
461490,57,100,106
460002,57,100,106
458600,57,100,106
457409,57,100,106
456478,57,100,106
455815,57,100,106
455397,57,100,106
455226,57,100,106
455221,57,100,106
455377,57,100,106
455584,57,100,106
455776,57,100,106
456021,57,100,106
456214,57,100,106
456317,57,100,106
456396,57,100,106
456449,57,100,106
456429,57,100,106
456394,57,100,106
456426,57,100,106
456450,57,100,106
456517,57,100,106
456602,57,100,103
456738,57,100,103
456883,57,100,103
457017,57,100,103
457135,57,100,103
457223,57,100,103
457312,57,100,103
457347,57,100,103
457361,57,100,103
457347,57,100,103
457285,57,100,103
457229,57,100,103
457173,57,100,103
457117,57,100,103
457117,57,100,103
457143,57,100,103
457209,57,100,103
457341,57,100,103
457499,57,100,103
457710,57,100,103
457908,57,100,103
458069,57,100,103
458295,57,100,103
458518,57,100,103
458706,57,100,103
458896,57,100,103
459082,57,100,103
459289,57,100,103
459518,57,100,103
459697,57,100,103
459874,57,100,103
460053,57,100,103
460203,57,100,103
460379,57,100,103
460527,57,100,103
460700,57,100,103
460869,57,100,103
461047,57,100,103
461209,57,100,103
461370,57,100,103
461569,57,100,103
461734,57,100,103
461907,57,100,103
462075,57,100,103
462244,57,100,103
462406,57,100,103
462562,57,100,103
462695,57,100,103
462886,57,100,103
463075,57,100,103
463204,57,100,103
463424,57,100,103
463656,57,100,103
463858,57,100,103
464036,57,100,103
464242,57,100,103
464461,57,100,103
464633,57,100,103
464878,57,100,103
465093,57,100,103
465296,57,100,103
465524,57,100,103
465743,57,100,103
465958,57,100,103
466189,57,100,103
466413,57,100,103
466638,57,100,103
466877,57,100,103
467101,57,100,103
467343,57,100,103
467622,57,100,103
467870,57,100,103
468087,57,100,103
468376,57,100,103
468590,57,100,103
468722,57,100,103
468758,57,100,103
468533,57,100,103
468006,57,100,103
467141,57,100,103
465908,57,100,103
464392,57,100,103
462847,57,100,103
461474,57,100,103
460347,57,100,103
459486,57,100,103
458908,57,100,103
458569,57,100,103
458431,57,100,103
458516,57,100,103
458682,57,100,103
458931,57,100,103
459206,57,100,103
459438,57,100,103
459642,57,100,103
459771,57,100,103
459858,57,100,103
459863,57,100,103
459882,57,100,103
459887,57,100,103
459862,57,100,103
459911,57,100,103
459995,57,100,103
460076,57,100,103
460219,57,100,103
460399,57,100,103
460525,57,100,103
460666,57,100,103
460781,57,100,103
460820,57,100,103
460839,57,100,103
460827,57,100,103
460784,57,100,103
460726,57,100,103
460651,57,100,103
460620,57,100,103
460618,57,100,103
460593,57,100,103
460652,57,100,103
460793,57,100,103
460950,57,100,103
461083,57,100,103
461280,57,100,103
461480,57,100,103
461682,57,100,103
461891,57,100,103
462078,57,100,103
462322,57,100,103
462565,57,100,103
462741,57,100,103
462940,57,100,103
463161,57,100,103
463320,57,100,103
463504,57,100,103
463681,57,100,103
463847,57,100,103
464012,57,100,103
464175,57,100,103
464353,57,100,103
464505,57,100,103
464645,57,100,103
464828,57,100,103
464954,57,100,103
465099,57,100,103
465265,57,100,103
465407,57,100,103
465599,57,100,103
465756,57,100,103
465937,57,100,103
466153,57,100,103
466333,57,100,103
466487,57,100,103
466716,57,100,103
466952,57,100,103
467138,57,100,103
467319,57,100,103
467529,57,100,103
467754,57,100,103
467935,57,100,103
468129,57,100,103
468354,57,100,103
468570,57,100,103
468778,57,100,103
469018,57,100,103
469255,57,100,103
469464,57,100,103
469693,57,100,103
469897,57,100,103
470122,57,100,103
470340,57,100,103
470546,57,100,103
470774,57,100,103
471008,57,100,103
471229,57,100,103
471410,57,100,103
471471,57,100,103
471301,57,100,103
470869,57,100,103
470063,57,100,103
468880,57,100,103
467400,57,100,103
465803,57,100,103
464322,57,100,103
463075,57,100,103
462167,57,100,103
461538,57,100,103
461128,57,100,103
460974,57,100,103
461019,57,100,103
461156,57,100,103
461357,57,100,103
461595,57,100,103
461824,57,100,103
462011,57,100,103
462174,57,100,103
462283,57,100,103
462348,57,100,103
462378,57,100,103
462388,57,100,103
462397,57,100,103
462398,57,100,103
462427,57,100,103
462511,57,100,99
462639,57,100,99
462777,57,100,99
462912,57,100,99
463016,57,100,99
463113,57,100,99
463143,57,100,99
463135,57,100,99
463112,57,100,99
463015,57,100,99
462905,57,100,99
462835,57,100,99
462775,57,100,99
462746,57,100,99
462784,57,100,99
