ir,pr,spo2,rrInterval
506545,63,99,100
506968,63,99,100
507463,63,99,100
507941,63,99,100
508417,63,99,100
508957,63,99,100
509506,63,99,100
510093,63,99,100
510693,63,99,100
511369,63,99,100
512068,63,99,100
512758,63,99,100
513485,63,99,100
514062,63,99,100
514286,63,99,100
513833,63,99,100
512423,63,99,100
510019,63,99,100
506518,63,99,100
502126,63,99,100
497674,63,99,100
493837,63,99,100
490958,63,99,100
488941,63,99,100
487527,63,99,100
486623,63,99,100
486131,63,99,100
485896,63,99,100
485904,63,99,100
486070,63,99,100
486275,63,99,100
486470,63,99,100
486707,63,99,100
486915,63,99,100
487017,63,99,100
487136,63,99,100
487171,63,99,100
487181,63,99,100
487213,63,99,100
487247,63,99,100
487359,63,99,100
487550,63,99,91
487838,63,99,91
488211,63,99,91
488628,63,99,91
489016,63,99,91
489372,63,99,91
489639,63,99,91
489801,63,99,91
489868,63,99,91
489799,63,99,91
489698,63,99,91
489582,63,99,91
489399,63,99,91
489240,63,99,91
489176,63,99,91
489164,63,99,91
489222,63,99,91
489364,63,99,91
489581,63,99,91
489922,63,99,91
490296,63,99,91
490706,63,99,91
491209,63,99,91
491728,63,99,91
492281,63,99,91
492823,63,99,91
493395,63,99,91
494002,63,99,91
494554,63,99,91
495161,63,99,91
495671,63,99,91
496214,63,99,91
496748,63,99,91
497209,63,99,91
497706,63,99,91
498180,63,99,91
498671,63,99,91
499173,63,99,91
499617,63,99,91
500081,63,99,91
500571,63,99,91
501052,63,99,91
501509,63,99,91
501976,63,99,91
502490,63,99,91
502964,63,99,91
503459,63,99,91
503950,63,99,91
504450,63,99,91
504975,63,99,91
505523,63,99,91
506091,63,99,91
506645,63,99,91
507229,63,99,91
507777,63,99,91
508374,63,99,91
508958,63,99,91
509517,63,99,91
510108,63,99,91
510677,63,99,91
511252,63,99,91
511823,63,99,91
512399,63,99,91
513005,63,99,91
513642,63,99,91
514334,63,99,91
514993,63,99,91
515574,63,99,91
515948,63,99,91
515710,63,99,91
514569,63,99,91
512379,63,99,91
509008,63,99,91
504598,63,99,91
499685,63,99,91
495125,63,99,91
491613,63,99,91
489173,63,99,91
487463,63,99,91
