ir,pr,spo2,rrInterval
316682,66,99,91
316179,66,99,91
315185,66,99,91
313596,66,99,91
311640,66,99,91
309578,66,99,91
307578,66,99,91
305842,66,99,91
304446,66,99,91
303365,66,99,91
302610,66,99,91
302147,66,99,91
301899,66,99,91
301844,66,99,91
301882,66,99,91
302012,66,99,91
302170,66,99,91
302295,66,99,91
302430,66,99,91
302541,66,99,91
302593,66,99,91
302625,66,99,91
302637,66,99,91
302640,66,99,91
302700,66,99,91
302791,66,99,91
302928,66,99,91
303146,66,99,92
303381,66,99,92
303609,66,99,92
303849,66,99,92
304004,66,99,92
304106,66,99,92
304181,66,99,92
304173,66,99,92
304124,66,99,92
304081,66,99,92
304017,66,99,92
303968,66,99,92
303952,66,99,92
303972,66,99,92
304076,66,99,92
304203,66,99,92
304390,66,99,92
304624,66,99,92
304892,66,99,92
305207,66,99,92
305531,66,99,92
305879,66,99,92
306213,66,99,92
306568,66,99,92
306927,66,99,92
307281,66,99,92
307660,66,99,92
308031,66,99,92
308409,66,99,92
308773,66,99,92
309157,66,99,92
309544,66,99,92
309902,66,99,92
310242,66,99,92
310607,66,99,92
310958,66,99,92
311301,66,99,92
311651,66,99,92
311992,66,99,92
312335,66,99,92
312666,66,99,92
312959,66,99,92
313268,66,99,92
313573,66,99,92
313873,66,99,92
314188,66,99,92
314498,66,99,92
314816,66,99,92
315161,66,99,92
315479,66,99,92
315800,66,99,92
316163,66,99,92
316505,66,99,92
316859,66,99,92
317232,66,99,92
317576,66,99,92
317948,66,99,92
318329,66,99,92
318691,66,99,92
319088,66,99,92
319469,66,99,92
319852,66,99,92
320277,66,99,92
320689,66,99,92
321119,66,99,92
321574,66,99,92
321949,66,99,92
322153,66,99,92
322067,66,99,92
321540,66,99,92
320470,66,99,92
318809,66,99,92
316744,66,99,92
314512,66,99,92
312398,66,99,92
310603,66,99,92
309132,66,99,92
308042,66,99,92
307293,66,99,92
306832,66,99,92
306632,66,99,92
306626,66,99,92
306758,66,99,92
306966,66,99,92
307224,66,99,92
307482,66,99,92
307733,66,99,92
307968,66,99,92
308126,66,99,92
308266,66,99,92
308370,66,99,92
308463,66,99,92
308569,66,99,92
308672,66,99,92
308857,66,99,92
309062,66,99,95
309296,66,99,95
309521,66,99,95
309680,66,99,95
309822,66,99,95
309884,66,99,95
309889,66,99,95
309844,66,99,95
309770,66,99,95
309674,66,99,95
309571,66,99,95
309514,66,99,95
309471,66,99,95
309480,66,99,95
309561,66,99,95
309670,66,99,95
309842,66,99,95
310077,66,99,95
310356,66,99,95
310652,66,99,95
310998,66,99,95
311364,66,99,95
311717,66,99,95
312077,66,99,95
312427,66,99,95
312812,66,99,95
313189,66,99,95
313543,66,99,95
313933,66,99,95
314329,66,99,95
314710,66,99,95
315092,66,99,95
315455,66,99,95
315824,66,99,95
316183,66,99,95
316520,66,99,95
316852,66,99,95
317197,66,99,95
317520,66,99,95
317836,66,99,95
318155,66,99,95
318466,66,99,95
318774,66,99,95
319084,66,99,95
319404,66,99,95
319722,66,99,95
320035,66,99,95
320352,66,99,95
320678,66,99,95
321004,66,99,95
321334,66,99,95
321690,66,99,95
322047,66,99,95
322394,66,99,95
322780,66,99,95
323154,66,99,95
323513,66,99,95
323878,66,99,95
324272,66,99,95
324656,66,99,95
325020,66,99,95
325438,66,99,95
325847,66,99,95
326287,66,99,95
326749,66,99,95
327216,66,99,95
327646,66,99,95
327913,66,99,95
327855,66,99,95
327302,66,99,95
326211,66,99,95
324501,66,99,95
322257,66,99,95
319878,66,99,95
317649,66,99,95
315719,66,99,95
314202,66,99,95
313096,66,99,95
312307,66,99,95
311876,66,99,95
311728,66,99,95
311749,66,99,95
311924,66,99,95
312205,66,99,95
312549,66,99,95
312879,66,99,95
313204,66,99,95
313515,66,99,95
313780,66,99,95
313986,66,99,95
314166,66,99,95
314333,66,99,95
314508,66,99,95
314706,66,99,95
314903,66,99,94
315149,66,99,94
315403,66,99,94
315603,66,99,94
315762,66,99,94
315856,66,99,94
315899,66,99,94
315830,66,99,94
315730,66,99,94
315623,66,99,94
315471,66,99,94
315310,66,99,94
315223,66,99,94
315184,66,99,94
315183,66,99,94
315251,66,99,94
315406,66,99,94
315617,66,99,94
315852,66,99,94
316152,66,99,94
316480,66,99,94
316833,66,99,94
317199,66,99,94
317552,66,99,94
317920,66,99,94
318303,66,99,94
318690,66,99,94
319092,66,99,94
319486,66,99,94
319869,66,99,94
320268,66,99,94
320663,66,99,94
321041,66,99,94
321423,66,99,94
321805,66,99,94
322173,66,99,94
322548,66,99,94
322911,66,99,94
323271,66,99,94
323612,66,99,94
323927,66,99,94
324244,66,99,94
324573,66,99,94
324873,66,99,94
325163,66,99,94
325472,66,99,94
325784,66,99,94
326078,66,99,94
326375,66,99,94
326688,66,99,94
326990,66,99,94
327294,66,99,94
327624,66,99,94
327953,66,99,94
328283,66,99,94
328618,66,99,94
