ir,pr,spo2,rrInterval
425080,63,100,92
423976,63,100,92
423184,63,100,92
422675,63,100,92
422395,63,100,92
422333,63,100,92
422401,63,100,92
422511,63,100,92
422657,63,100,92
422770,63,100,92
422783,63,100,92
422741,63,100,92
422620,63,100,92
422447,63,100,92
422258,63,100,92
422070,63,100,92
421966,63,100,92
421950,63,100,92
421980,63,100,92
422096,63,100,92
422269,63,99,95
422509,63,99,95
422667,63,99,95
422787,63,99,95
422924,63,99,95
422936,63,99,95
422903,63,99,95
422854,63,99,95
422720,63,99,95
422577,63,99,95
422503,63,99,95
422426,63,99,95
422385,63,99,95
422433,63,99,95
422553,63,99,95
422666,63,99,95
422856,63,99,95
423069,63,99,95
423247,63,99,95
423515,63,99,95
423756,63,99,95
424005,63,99,95
424269,63,99,95
424537,63,99,95
424804,63,99,95
425058,63,99,95
425317,63,99,95
425586,63,99,95
425846,63,99,95
426110,63,99,95
426343,63,99,95
426637,63,99,95
426878,63,99,95
427139,63,99,95
427355,63,99,95
427592,63,99,95
427809,63,99,95
428042,63,99,95
428255,63,99,95
428483,63,99,95
428740,63,99,95
428992,63,99,95
429260,63,99,95
429502,63,99,95
429746,63,99,95
430023,63,99,95
430260,63,99,95
430530,63,99,95
430811,63,99,95
431101,63,99,95
431361,63,99,95
431687,63,99,95
431975,63,99,95
432220,63,99,95
432491,63,99,95
432799,63,99,95
433108,63,99,95
433376,63,99,95
433708,63,99,95
434058,63,99,95
434420,63,99,95
434780,63,99,95
435100,63,99,95
435433,63,99,95
435683,63,99,95
435704,63,99,95
435479,63,99,95
434877,63,99,95
433834,63,99,95
432299,63,99,95
430550,63,99,95
428728,63,99,95
427117,63,99,95
425724,63,99,95
424655,63,99,95
423923,63,99,95
423446,63,99,95
423214,63,99,95
423160,63,99,95
423224,63,99,95
423371,63,99,95
423506,63,99,95
423656,63,99,95
423698,63,99,95
423683,63,99,95
423606,63,99,95
423459,63,99,95
423323,63,99,95
423168,63,99,95
423078,63,99,95
423052,63,99,95
423099,63,99,95
423228,63,99,95
423461,64,99,93
423680,64,99,93
423872,64,99,93
424059,64,99,93
424173,64,99,93
424224,64,99,93
424226,64,99,93
424177,64,99,93
424103,64,99,93
424013,64,99,93
423938,64,99,93
423920,64,99,93
423933,64,99,93
424003,64,99,93
424089,64,99,93
424238,64,99,93
424440,64,99,93
424659,64,99,93
424876,64,99,93
425191,64,99,93
425464,64,99,93
425739,64,99,93
426029,64,99,93
426294,64,99,93
426579,64,99,93
426882,64,99,93
427138,64,99,93
427436,64,99,93
427714,64,99,93
427976,64,99,93
428226,64,99,93
428509,64,99,93
428769,64,99,93
429017,64,99,93
429253,64,99,93
429504,64,99,93
429755,64,99,93
429986,64,99,93
430178,64,99,93
430454,64,99,93
430720,64,99,93
430930,64,99,93
431204,64,99,93
431495,64,99,93
431761,64,99,93
432044,64,99,93
432324,64,99,93
432583,64,99,93
432861,64,99,93
433157,64,99,93
433439,64,99,93
433711,64,99,93
434041,64,99,93
434323,64,99,93
434623,64,99,93
434951,64,99,93
435240,64,99,93
435550,64,99,93
435839,64,99,93
436146,64,99,93
436468,64,99,93
436845,64,99,93
437216,64,99,93
437536,64,99,93
437776,64,99,93
437767,64,99,93
437499,64,99,93
436837,64,99,93
435642,64,99,93
434046,64,99,93
432198,64,99,93
430376,64,99,93
428789,64,99,93
427496,64,99,93
426523,64,99,93
425869,64,99,93
425488,64,99,93
425347,64,99,93
425369,64,99,93
425517,64,99,93
425644,64,99,93
425811,64,99,93
425960,64,99,93
425992,64,99,93
425969,64,99,93
425895,64,99,93
425755,64,99,93
425636,64,99,93
425524,64,99,93
425465,64,99,93
425485,64,99,93
425569,64,99,93
425742,64,99,92
425937,64,99,92
426146,64,99,92
426344,64,99,92
426503,64,99,92
426597,64,99,92
426656,64,99,92
426667,64,99,92
426598,64,99,92
426537,64,99,92
426462,64,99,92
426402,64,99,92
426395,64,99,92
426418,64,99,92
426498,64,99,92
426624,64,99,92
426788,64,99,92
426982,64,99,92
427191,64,99,92
427446,64,99,92
427692,64,99,92
427927,64,99,92
428228,64,99,92
428499,64,99,92
428762,64,99,92
429040,64,99,92
429323,64,99,92
429575,64,99,92
429859,64,99,92
430133,64,99,92
430410,64,99,92
430708,64,99,92
430980,64,99,92
431232,64,99,92
431461,64,99,92
431729,64,99,92
431958,64,99,92
432189,64,99,92
432422,64,99,92
432622,64,99,92
432861,64,99,92
433088,64,99,92
433299,64,99,92
433564,64,99,92
433797,64,99,92
434048,64,99,92
434308,64,99,92
434548,64,99,92
434843,64,99,92
435113,64,99,92
435385,64,99,92
435648,64,99,92
435889,64,99,92
436207,64,99,92
436484,64,99,92
436756,64,99,92
437064,64,99,92
437350,64,99,92
437641,64,99,92
437953,64,99,92
438285,64,99,92
438634,64,99,92
438979,64,99,92
439327,64,99,92
439621,64,99,92
439790,64,99,92
439699,64,99,92
439259,64,99,92
438451,64,99,92
437102,64,99,92
435357,64,99,92
433530,64,99,92
431796,64,99,92
430320,64,99,92
429143,64,99,92
428289,64,99,92
427733,64,99,92
427446,64,99,92
427363,64,99,92
427434,64,99,92
427625,64,99,92
427814,64,99,92
427988,64,99,92
428142,64,99,92
428208,64,99,92
428189,64,99,92
428139,64,99,92
428002,64,99,92
427907,64,99,92
427829,64,99,92
427801,64,99,92
427866,64,99,92
427966,64,99,92
428178,64,99,93
428378,64,99,93
428564,64,99,93
428740,64,99,93
428867,64,99,93
428937,64,99,93
428963,64,99,93
428920,64,99,93
428818,64,99,93
428723,64,99,93
428626,64,99,93
428560,64,99,93
428557,64,99,93
428572,64,99,93
428668,64,99,93
428824,64,99,93
429015,64,99,93
429261,64,99,93
429521,64,99,93
429772,64,99,93
430039,64,99,93
430334,64,99,93
430575,64,99,93
430829,64,99,93
431126,64,99,93
431391,64,99,93
431655,64,99,93
431935,64,99,93
432198,64,99,93
432471,64,99,93
432756,64,99,93
433036,64,99,93
433262,64,99,93
433552,64,99,93
433824,64,99,93
434019,64,99,93
434256,64,99,93
434501,64,99,93
434729,64,99,93
434925,64,99,93
435160,64,99,93
435376,64,99,93
435590,64,99,93
435844,64,99,93
436090,64,99,93
436335,64,99,93
436609,64,99,93
436825,64,99,93
437115,64,99,93
437369,64,99,93
437657,64,99,93
437886,64,99,93
438180,64,99,93
438483,64,99,93
438740,64,99,93
439003,64,99,93
439322,64,99,93
439604,64,99,93
439909,64,99,93
440243,64,99,93
440581,64,99,93
440936,64,99,93
441275,64,99,93
441591,64,99,93
441832,64,99,93
441828,64,99,93
441557,64,99,93
440914,64,99,93
439758,64,99,93
438111,64,99,93
436261,64,99,93
434400,64,99,93
432735,64,99,93
431441,64,99,93
430437,64,99,93
429741,64,99,93
429349,64,99,93
429163,64,99,93
429182,64,99,93
429350,64,99,93
429545,64,99,93
429762,64,99,93
429944,64,99,93
430090,64,99,93
430080,64,99,93
430077,64,99,93
429966,64,99,93
429861,64,99,93
429739,64,99,93
429662,64,99,93
429673,64,99,93
429741,64,99,93
429854,64,99,92
430099,64,99,92
430278,64,99,92
430461,64,99,92
430619,64,99,92
430702,64,99,92
430742,64,99,92
430727,64,99,92
430692,64,99,92
430583,64,99,92
430515,64,99,92
430467,64,99,92
430436,64,99,92
430456,64,99,92
430537,64,99,92
430641,64,99,92
430816,64,99,92
430987,64,99,92
431222,64,99,92
431491,64,99,92
431734,64,99,92
431985,64,99,92
432253,64,99,92
432518,64,99,92
432814,64,99,92
433090,64,99,92
433298,64,99,92
433569,64,99,92
433829,64,99,92
434066,64,99,92
434306,64,99,92
434562,64,99,92
434811,64,99,92
435094,64,99,92
435331,64,99,92
435584,64,99,92
435826,64,99,92
436081,64,99,92
436302,64,99,92
436512,64,99,92
436771,64,99,92
436990,64,99,92
437203,64,99,92
437449,64,99,92
437672,64,99,92
437938,64,99,92
438175,64,99,92
438433,64,99,92
438688,64,99,92
438978,64,99,92
439207,64,99,92
439506,64,99,92
439814,64,99,92
440058,64,99,92
440325,64,99,92
440613,64,99,92
440877,64,99,92
441152,64,99,92
441414,64,99,92
441699,64,99,92
442055,64,99,92
442358,64,99,92
442705,64,99,92
443062,64,99,92
443389,64,99,92
443635,64,99,92
443635,64,99,92
443332,64,99,92
442623,64,99,92
441386,64,99,92
439723,64,99,92
437837,64,99,92
435942,64,99,92
434358,64,99,92
433077,64,99,92
432069,64,99,92
431398,64,99,92
431031,64,99,92
430882,64,99,92
430911,64,99,92
431075,64,99,92
431299,64,99,92
431507,64,99,92
431690,64,99,92
431793,64,99,92
431827,64,99,92
431795,64,99,92
431665,64,99,92
431504,64,99,92
431419,64,99,92
431347,64,99,92
431321,64,99,92
431399,64,99,92
431525,64,99,93
431712,64,99,93
431901,64,99,93
432047,64,99,93
432185,64,99,93
432237,64,99,93
432232,64,99,93
432180,64,99,93
432077,64,99,93
431964,64,99,93
431839,64,99,93
431728,64,99,93
