ir,pr,spo2,rrInterval
630141,65,100,91
630530,65,100,91
630897,65,100,91
631244,65,100,91
631558,65,100,91
631911,65,100,91
632280,65,100,91
632628,65,100,91
633061,65,100,91
633564,65,100,93
634052,65,100,93
634512,65,100,93
634942,65,100,93
635241,65,100,93
635415,65,100,93
635462,65,100,93
635331,65,100,93
635102,65,100,93
634782,65,100,93
634384,65,100,93
634002,65,100,93
633727,65,100,93
633563,65,100,93
633523,65,100,93
633627,65,100,93
633892,65,100,93
634251,65,100,93
634666,65,100,93
635215,65,100,93
635811,65,100,93
636433,65,100,93
637144,65,100,93
637919,65,100,93
638685,65,100,93
639510,65,100,93
640375,65,100,93
641202,65,100,93
642058,65,100,93
642932,65,100,93
643803,65,100,93
644628,65,100,93
645466,65,100,93
646273,65,100,93
647009,65,100,93
647732,65,100,93
648442,65,100,93
649129,65,100,93
649767,65,100,93
650398,65,100,93
651013,65,100,93
651584,65,100,93
652158,65,100,93
652706,65,100,93
653271,65,100,93
653862,65,100,93
654383,65,100,93
654866,65,100,93
655400,65,100,93
655871,65,100,93
656303,65,100,93
656860,65,100,93
657462,65,100,93
658113,65,100,93
658841,65,100,93
659581,65,100,93
660355,65,100,93
661038,65,100,93
661435,65,100,93
661293,65,100,93
660276,65,100,93
658231,65,100,93
655008,65,100,93
650736,65,100,93
646052,65,100,93
641704,65,100,93
638068,65,100,93
635058,65,100,93
632645,65,100,93
630769,65,100,93
629275,65,100,93
628213,65,100,93
627535,65,100,93
627105,65,100,93
626982,65,100,93
627053,65,100,93
627191,65,100,93
627466,65,100,93
627801,65,100,93
628171,65,100,93
628582,65,100,93
628973,65,100,93
629393,65,100,93
629855,65,100,93
630341,65,100,93
630848,65,100,93
631371,64,100,86
631943,64,100,86
632432,64,100,86
632826,64,100,86
633138,64,100,86
633259,64,100,86
633242,64,100,86
633057,64,100,86
632701,64,100,86
632262,64,100,86
631829,64,100,86
631386,64,100,86
631020,64,100,86
630832,64,100,86
630757,64,100,86
630840,64,100,86
631045,64,100,86
631395,64,100,86
631813,64,100,86
632343,64,100,86
632911,64,100,86
633524,64,100,86
634268,64,100,86
635030,64,100,86
635865,64,100,86
636745,64,100,86
637645,64,100,86
638550,64,100,86
639444,64,100,86
640291,64,100,86
641137,64,100,86
642009,64,100,86
642803,64,100,86
643562,64,100,86
644373,64,100,86
645195,64,100,86
645920,64,100,86
646651,64,100,86
647422,64,100,86
648132,64,100,86
648834,64,100,86
649515,64,100,86
650190,64,100,86
650841,64,100,86
651457,64,100,86
652103,64,100,86
652682,64,100,86
653256,64,100,86
653803,64,100,86
654355,64,100,86
654943,64,100,86
655502,64,100,86
656119,64,100,86
656788,64,100,86
657516,64,100,86
658233,64,100,86
659024,64,100,86
659701,64,100,86
660079,64,100,86
659926,64,100,86
658814,64,100,86
656725,64,100,86
653415,64,100,86
649005,64,100,86
644186,64,100,86
639609,64,100,86
635625,64,100,86
632299,64,100,86
629530,64,100,86
627145,64,100,86
625210,64,100,86
623720,64,100,86
622559,64,100,86
621760,64,100,86
621209,64,100,86
620855,64,100,86
620707,64,100,86
620607,64,100,86
620537,64,100,86
620560,64,100,86
620570,64,100,86
620571,64,100,86
620588,64,100,86
620583,64,100,86
620620,64,100,86
620751,64,100,86
620889,64,100,86
621138,64,100,86
621470,65,99,88
621774,65,99,88
622094,65,99,88
