ir,pr,spo2,rrInterval
711950,58,100,105
711240,58,100,105
710155,58,100,105
708722,58,100,105
707115,58,100,105
705566,58,100,105
704182,58,100,105
703026,58,100,105
702113,58,100,105
701477,58,100,105
701074,58,100,105
700865,58,100,105
700821,58,100,105
700849,58,100,105
700975,58,100,105
701098,58,100,105
701135,58,100,105
701222,58,100,105
701216,58,100,105
701172,58,100,105
701071,58,100,105
700943,58,100,105
700856,58,100,105
700742,58,100,105
700647,58,100,105
700589,58,100,105
700616,58,100,100
700686,58,100,100
700808,58,100,100
700965,58,100,100
701143,58,100,100
701351,58,100,100
701482,58,100,100
701594,58,100,100
701777,58,100,100
701821,58,100,100
701837,58,100,100
701870,58,100,100
701824,58,100,100
701699,58,100,100
701668,58,100,100
701717,58,100,100
701706,58,100,100
701744,58,100,100
701841,58,100,100
701939,58,100,100
702044,58,100,100
702130,58,100,100
702330,58,100,100
702518,58,100,100
702672,58,100,100
702889,58,100,100
703084,58,100,100
703343,58,100,100
703514,58,100,100
703759,58,100,100
704001,58,100,100
704171,58,100,100
704428,58,100,100
704616,58,100,100
704788,58,100,100
704986,58,100,100
705206,58,100,100
705384,58,100,100
705564,58,100,100
705759,58,100,100
705960,58,100,100
706142,58,100,100
706300,58,100,100
706484,58,100,100
706693,58,100,100
706846,58,100,100
707011,58,100,100
707210,58,100,100
707394,58,100,100
707601,58,100,100
707799,58,100,100
708027,58,100,100
708236,58,100,100
708418,58,100,100
708636,58,100,100
708821,58,100,100
709021,58,100,100
709215,58,100,100
709425,58,100,100
709663,58,100,100
709875,58,100,100
710105,58,100,100
710333,58,100,100
710564,58,100,100
710746,58,100,100
710924,58,100,100
711139,58,100,100
711374,58,100,100
711557,58,100,100
711741,58,100,100
712010,58,100,100
712246,58,100,100
712417,58,100,100
712687,58,100,100
712996,58,100,100
713201,58,100,100
713371,58,100,100
713420,58,100,100
713312,58,100,100
712986,58,100,100
712307,58,100,100
711240,58,100,100
709877,58,100,100
708351,58,100,100
706814,58,100,100
705477,58,100,100
704430,58,100,100
703575,58,100,100
702962,58,100,100
702648,58,100,100
702451,58,100,100
702378,58,100,100
702395,58,100,100
702480,58,100,100
702633,58,100,100
702692,58,100,100
702768,58,100,100
702812,58,100,100
702735,58,100,100
702703,58,100,100
702643,58,100,100
702555,58,100,100
702531,58,100,100
702509,58,100,100
702512,58,100,100
702629,58,100,105
702773,58,100,105
702926,58,100,105
703059,58,100,105
703225,58,100,105
703395,58,100,105
703466,58,100,105
703528,58,100,105
703529,58,100,105
703526,58,100,105
703497,58,100,105
703406,58,100,105
703322,58,100,105
703270,58,100,105
703179,58,100,105
703158,58,100,105
703166,58,100,105
703149,58,100,105
703253,58,100,105
703344,58,100,105
703454,58,100,105
703592,58,100,105
703734,58,100,105
703846,58,100,105
703984,58,100,105
704138,58,100,105
704265,58,100,105
704466,58,100,105
704639,58,100,105
704811,58,100,105
705055,58,100,105
705223,58,100,105
705386,58,100,105
705578,58,100,105
705740,58,100,105
705919,58,100,105
706054,58,100,105
706226,58,100,105
706395,58,100,105
706508,58,100,105
706643,58,100,105
706818,58,100,105
706957,58,100,105
707082,58,100,105
707254,58,100,105
707380,58,100,105
707516,58,100,105
707698,58,100,105
707819,58,100,105
708005,58,100,105
708193,58,100,105
708319,58,100,105
708523,58,100,105
708708,58,100,105
708856,58,100,105
709047,58,100,105
709244,58,100,105
709433,58,100,105
709592,58,100,105
709803,58,100,105
710010,58,100,105
710163,58,100,105
710355,58,100,105
710608,58,100,105
710788,58,100,105
710958,58,100,105
711224,58,100,105
711429,58,100,105
711589,58,100,105
711765,58,100,105
711876,58,100,105
711800,58,100,105
711546,58,100,105
711006,58,100,105
710127,58,100,105
708904,58,100,105
707431,58,100,105
705923,58,100,105
704505,58,100,105
703292,58,100,105
702338,58,100,105
701598,58,100,105
701027,58,100,105
700720,58,100,105
700613,58,100,105
700571,58,100,105
700609,58,100,105
700658,58,100,105
700749,58,100,105
700803,58,100,105
700778,58,100,105
700786,58,100,105
700689,58,100,105
700559,58,100,105
700453,58,100,105
700297,58,100,105
700217,58,100,105
700164,58,100,105
700165,58,100,105
700252,58,100,99
700379,58,100,99
700522,58,100,99
700687,58,100,99
700852,58,100,99
700898,58,100,99
700987,58,100,99
701059,58,100,99
701029,58,100,99
701047,58,100,99
701013,58,100,99
700984,58,100,99
700926,58,100,99
700889,58,100,99
700935,58,100,99
700914,58,100,99
